bedrooms,bathrooms,toilets,parking_space,title,town,state,price,lat,lon,town_state
9,9,1,1,Detached Duplex,Isolo,Lagos,70000000.0,6.514193,3.308678,"Isolo, Lagos"
5,7,8,4,Detached Duplex,Ikoyi,Lagos,750000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,4,5,Detached Bungalow,Ibeju Lekki,Lagos,38000000.0,6.4711251,3.814750442,"Ibeju Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,200000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,65000000.0,6.458985,3.601521,"Lekki, Lagos"
2,2,3,2,Terraced Duplexes,Ajah,Lagos,39500000.0,6.4694716,3.5623861,"Ajah, Lagos"
1,6,8,4,Detached Bungalow,Ikorodu,Lagos,45000000.0,6.6191233,3.5041271,"Ikorodu, Lagos"
7,7,8,8,Detached Duplex,Ajah,Lagos,55000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,6,5,4,Detached Duplex,Ikeja,Lagos,250000000.0,6.5960605,3.340787,"Ikeja, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,270000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,3,Detached Duplex,Ajah,Lagos,75000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,140000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,3,Detached Duplex,Victoria Island (VI),Lagos,115000000.0,6.4300279,3.4259904,"Victoria Island (VI), Lagos"
4,4,5,4,Detached Duplex,Ajah,Lagos,65000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,5,5,4,Terraced Duplexes,Lekki,Lagos,150000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,5,4,Detached Duplex,Ogudu,Lagos,160000000.0,6.5750008,3.3905268,"Ogudu, Lagos"
6,7,9,6,Detached Duplex,Isheri,Lagos,160000000.0,6.5763111,3.281156537,"Isheri, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,95000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,250000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,4,3,Block of Flats,Victoria Island (VI),Lagos,155000000.0,6.4300279,3.4259904,"Victoria Island (VI), Lagos"
4,4,5,3,Detached Duplex,Lekki,Lagos,55000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Block of Flats,Agege,Lagos,86000000.0,6.6253091,3.311205795,"Agege, Lagos"
3,3,4,1,Detached Bungalow,Ibeju Lekki,Lagos,25000000.0,6.4711251,3.814750442,"Ibeju Lekki, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,85000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,2,Semi Detached Duplex,Ajah,Lagos,55000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,5,5,5,Detached Duplex,Lekki,Lagos,95000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,4,4,Block of Flats,Ikeja,Lagos,125000000.0,6.5960605,3.340787,"Ikeja, Lagos"
3,3,4,4,Detached Bungalow,Ajah,Lagos,43000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,5,5,3,Terraced Duplexes,Lekki,Lagos,55000000.0,6.458985,3.601521,"Lekki, Lagos"
5,1,1,4,Detached Duplex,Ikeja,Lagos,120000000.0,6.5960605,3.340787,"Ikeja, Lagos"
4,4,4,4,Detached Duplex,Lekki,Lagos,38000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,5,5,Detached Duplex,Ikeja,Lagos,230000000.0,6.5960605,3.340787,"Ikeja, Lagos"
4,5,5,4,Detached Bungalow,Surulere,Lagos,55000000.0,6.48720145,3.353303586,"Surulere, Lagos"
3,4,5,2,Terraced Duplexes,Ajah,Lagos,26500000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,5,5,4,Detached Duplex,Lekki,Lagos,330000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,5,4,Detached Duplex,Lekki,Lagos,100000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,150000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,4,4,Semi Detached Bungalow,Surulere,Lagos,50000000.0,6.48720145,3.353303586,"Surulere, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,180000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Detached Duplex,Lekki,Lagos,65000000.0,6.458985,3.601521,"Lekki, Lagos"
5,6,6,4,Detached Duplex,Ajah,Lagos,90000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,5,5,4,Block of Flats,Ipaja,Lagos,125000000.0,6.612856,3.265846,"Ipaja, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,270000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,2,Detached Duplex,Ajah,Lagos,70000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,95000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Terraced Duplexes,Victoria Island (VI),Lagos,120000000.0,6.4300279,3.4259904,"Victoria Island (VI), Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,115000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Block of Flats,Surulere,Lagos,60000000.0,6.48720145,3.353303586,"Surulere, Lagos"
5,6,6,4,Detached Duplex,Lekki,Lagos,125000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,6,4,Terraced Duplexes,Ikeja,Lagos,75000000.0,6.5960605,3.340787,"Ikeja, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,150000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,135000000.0,6.458985,3.601521,"Lekki, Lagos"
6,5,7,4,Detached Duplex,Lekki,Lagos,400000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,4,6,Detached Duplex,Ikeja,Lagos,150000000.0,6.5960605,3.340787,"Ikeja, Lagos"
6,6,7,4,Detached Duplex,Isheri North,Lagos,155000000.0,6.638393,3.398146,"Isheri North, Lagos"
5,6,6,5,Semi Detached Duplex,Ikoyi,Lagos,350000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,5,6,6,Detached Duplex,Ikoyi,Lagos,950000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,5,6,7,Detached Duplex,Lekki,Lagos,300000000.0,6.458985,3.601521,"Lekki, Lagos"
4,6,6,4,Detached Duplex,Lekki,Lagos,40000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Semi Detached Duplex,Ajah,Lagos,45000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,5,6,8,Detached Duplex,Lekki,Lagos,150000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Magodo,Lagos,235000000.0,6.6180809,3.3777821,"Magodo, Lagos"
4,4,5,4,Detached Duplex,Lekki,Lagos,75000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,180000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,5,4,Detached Duplex,Lekki,Lagos,110000000.0,6.458985,3.601521,"Lekki, Lagos"
2,2,2,5,Detached Bungalow,Epe,Lagos,12000000.0,6.5858219,3.9753453,"Epe, Lagos"
4,4,5,6,Detached Duplex,Lekki,Lagos,90000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,5,4,Detached Duplex,Lekki,Lagos,85000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,4,6,Detached Duplex,Ajah,Lagos,65000000.0,6.4694716,3.5623861,"Ajah, Lagos"
2,2,3,1,Block of Flats,Lekki,Lagos,28000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,220000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,48000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,8,4,Detached Duplex,Lekki,Lagos,450000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Detached Duplex,Victoria Island (VI),Lagos,140000000.0,6.4300279,3.4259904,"Victoria Island (VI), Lagos"
3,3,4,3,Semi Detached Duplex,Magodo,Lagos,85000000.0,6.6180809,3.3777821,"Magodo, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,2,Terraced Duplexes,Lekki,Lagos,48000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,5,4,Detached Duplex,Lekki,Lagos,250000000.0,6.458985,3.601521,"Lekki, Lagos"
5,6,6,1,Detached Duplex,Lagos Island,Lagos,500000000.0,6.452546,3.423799,"Lagos Island, Lagos"
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,70000000.0,6.458985,3.601521,"Lekki, Lagos"
5,6,7,5,Semi Detached Duplex,Ajah,Lagos,70000000.0,6.4694716,3.5623861,"Ajah, Lagos"
3,3,4,6,Detached Bungalow,Ibeju Lekki,Lagos,22000000.0,6.4711251,3.814750442,"Ibeju Lekki, Lagos"
4,4,5,4,Detached Bungalow,Ogudu,Lagos,58000000.0,6.5750008,3.3905268,"Ogudu, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,90000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,90000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,3,Terraced Duplexes,Lekki,Lagos,48990000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,4,4,Detached Bungalow,Ibeju Lekki,Lagos,25000000.0,6.4711251,3.814750442,"Ibeju Lekki, Lagos"
3,3,5,3,Terraced Duplexes,Ajah,Lagos,35000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,6,7,4,Detached Duplex,Lekki,Lagos,60000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,3,3,Detached Duplex,Ibeju Lekki,Lagos,34000000.0,6.4711251,3.814750442,"Ibeju Lekki, Lagos"
4,4,5,4,Terraced Duplexes,Lekki,Lagos,75000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,85000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,3,4,Terraced Duplexes,Lekki,Lagos,31000000.0,6.458985,3.601521,"Lekki, Lagos"
5,6,5,4,Detached Duplex,Lekki,Lagos,65000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,5,Detached Duplex,Ikeja,Lagos,200000000.0,6.5960605,3.340787,"Ikeja, Lagos"
1,5,5,4,Detached Bungalow,Yaba,Lagos,100000000.0,6.51872745,3.374140765,"Yaba, Lagos"
5,5,5,4,Detached Duplex,Lekki,Lagos,90000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Detached Duplex,Ikoyi,Lagos,280000000.0,6.456061,3.442218,"Ikoyi, Lagos"
1,5,5,5,Block of Flats,Ikorodu,Lagos,15000000.0,6.6191233,3.5041271,"Ikorodu, Lagos"
5,5,6,4,Detached Duplex,Victoria Island (VI),Lagos,160000000.0,6.4300279,3.4259904,"Victoria Island (VI), Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,105000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,170000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,3,Detached Duplex,Lekki,Lagos,65000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,57000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Detached Duplex,Lekki,Lagos,100000000.0,6.458985,3.601521,"Lekki, Lagos"
5,6,6,5,Detached Duplex,Lekki,Lagos,130000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,6,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,4,3,Semi Detached Duplex,Ikeja,Lagos,95000000.0,6.5960605,3.340787,"Ikeja, Lagos"
5,6,6,4,Detached Duplex,Lekki,Lagos,88000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Maryland,Lagos,110000000.0,6.5731894,3.3699482,"Maryland, Lagos"
3,3,4,2,Terraced Duplexes,Ajah,Lagos,37000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,125000000.0,6.458985,3.601521,"Lekki, Lagos"
4,6,6,3,Semi Detached Duplex,Lekki,Lagos,42000000.0,6.458985,3.601521,"Lekki, Lagos"
5,6,6,1,Detached Duplex,Ajah,Lagos,70000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,110000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,3,Detached Duplex,Lekki,Lagos,85000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,100000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,95000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,67000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,105000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Detached Duplex,Ikoyi,Lagos,280000000.0,6.456061,3.442218,"Ikoyi, Lagos"
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,44000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,6,3,Detached Duplex,Lekki,Lagos,62000000.0,6.458985,3.601521,"Lekki, Lagos"
5,4,5,4,Detached Duplex,Ajah,Lagos,55000000.0,6.4694716,3.5623861,"Ajah, Lagos"
3,3,4,1,Terraced Duplexes,Lekki,Lagos,38000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,450000000.0,6.458985,3.601521,"Lekki, Lagos"
3,5,5,4,Detached Bungalow,Lekki,Lagos,33000000.0,6.458985,3.601521,"Lekki, Lagos"
5,6,6,4,Detached Duplex,Lekki,Lagos,95000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,2,Detached Duplex,Lekki,Lagos,76000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Terraced Duplexes,Ajah,Lagos,55000000.0,6.4694716,3.5623861,"Ajah, Lagos"
6,6,7,7,Detached Duplex,Isheri,Lagos,140000000.0,6.5763111,3.281156537,"Isheri, Lagos"
2,5,5,4,Block of Flats,Ajah,Lagos,15000000.0,6.4694716,3.5623861,"Ajah, Lagos"
3,3,4,3,Terraced Duplexes,Ajah,Lagos,26000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,6,7,4,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,6,Detached Duplex,Ajah,Lagos,65000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,6,6,6,Detached Duplex,Lekki,Lagos,320000000.0,6.458985,3.601521,"Lekki, Lagos"
6,2,6,4,Semi Detached Bungalow,Ikorodu,Lagos,16000000.0,6.6191233,3.5041271,"Ikorodu, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,195000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,4,3,Detached Bungalow,Ifako-Ijaiye,Lagos,12500000.0,6.66503,3.30279,"Ifako-Ijaiye, Lagos"
3,4,4,3,Terraced Duplexes,Lekki,Lagos,28000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Block of Flats,Gbagada,Lagos,28000000.0,6.558073,3.3836208,"Gbagada, Lagos"
4,5,5,4,Semi Detached Duplex,Ikoyi,Lagos,350000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,80000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,4,4,Detached Bungalow,Ojodu,Lagos,30000000.0,6.625822,3.354006,"Ojodu, Lagos"
4,4,5,4,Detached Duplex,Ajah,Lagos,48000000.0,6.4694716,3.5623861,"Ajah, Lagos"
6,7,6,4,Terraced Duplexes,Lekki,Lagos,295000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,3,5,Detached Bungalow,Agege,Lagos,12000000.0,6.6253091,3.311205795,"Agege, Lagos"
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,180000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,2,Terraced Duplexes,Lekki,Lagos,70000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,3,4,Terraced Duplexes,Lekki,Lagos,31000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Detached Duplex,Ajah,Lagos,60000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,5,5,4,Detached Duplex,Lekki,Lagos,75000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,180000000.0,6.458985,3.601521,"Lekki, Lagos"
2,5,3,4,Terraced Duplexes,Ajah,Lagos,47000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,6,7,5,Detached Duplex,Lekki,Lagos,250000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,3,Detached Duplex,Ajah,Lagos,65000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,145000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,4,4,Block of Flats,Lekki,Lagos,52000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Semi Detached Duplex,Ikoyi,Lagos,260000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,5,5,4,Detached Duplex,Alimosho,Lagos,50000000.0,6.58438825,3.257587569,"Alimosho, Lagos"
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,83000000.0,6.458985,3.601521,"Lekki, Lagos"
4,3,4,1,Detached Duplex,Victoria Island (VI),Lagos,400000000.0,6.4300279,3.4259904,"Victoria Island (VI), Lagos"
5,5,6,6,Detached Duplex,Lekki,Lagos,180000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Detached Duplex,Lekki,Lagos,90000000.0,6.458985,3.601521,"Lekki, Lagos"
5,6,6,4,Detached Duplex,Lekki,Lagos,140000000.0,6.458985,3.601521,"Lekki, Lagos"
5,4,4,5,Detached Duplex,Victoria Island (VI),Lagos,330000000.0,6.4300279,3.4259904,"Victoria Island (VI), Lagos"
5,5,6,2,Detached Duplex,Lekki,Lagos,95000000.0,6.458985,3.601521,"Lekki, Lagos"
3,4,4,3,Semi Detached Duplex,Lekki,Lagos,41500000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Magodo,Lagos,180000000.0,6.6180809,3.3777821,"Magodo, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,180000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,3,Detached Duplex,Lekki,Lagos,90000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Block of Flats,Ikorodu,Lagos,34999999.0,6.6191233,3.5041271,"Ikorodu, Lagos"
5,5,5,4,Detached Duplex,Ikoyi,Lagos,750000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
5,6,6,1,Detached Duplex,Ajah,Lagos,140000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,5,5,4,Detached Duplex,Isolo,Lagos,70000000.0,6.514193,3.308678,"Isolo, Lagos"
5,5,6,5,Detached Duplex,Ajah,Lagos,65000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,4,4,3,Detached Bungalow,Agege,Lagos,38000000.0,6.6253091,3.311205795,"Agege, Lagos"
5,5,6,5,Detached Bungalow,Lekki,Lagos,130000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,3,Detached Duplex,Lekki,Lagos,95000000.0,6.458985,3.601521,"Lekki, Lagos"
3,5,5,4,Detached Bungalow,Ajah,Lagos,35000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Terraced Duplexes,Lekki,Lagos,55000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,6,Detached Duplex,Magodo,Lagos,185000000.0,6.6180809,3.3777821,"Magodo, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,105000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,100000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Ikoyi,Lagos,600000000.0,6.456061,3.442218,"Ikoyi, Lagos"
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,80000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,5,Detached Duplex,Lekki,Lagos,250000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Semi Detached Duplex,Ajah,Lagos,45000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,4,5,4,Terraced Duplexes,Lekki,Lagos,95000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,160000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,125000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,6,Detached Duplex,Lekki,Lagos,250000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,5,Detached Duplex,Lekki,Lagos,80000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,78000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,95000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,55000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Detached Duplex,Lekki,Lagos,87000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,185000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,3,Detached Duplex,Lekki,Lagos,78000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,3,Detached Duplex,Ajah,Lagos,180000000.0,6.4694716,3.5623861,"Ajah, Lagos"
6,6,7,4,Detached Duplex,Lekki,Lagos,290000000.0,6.458985,3.601521,"Lekki, Lagos"
3,4,5,4,Semi Detached Duplex,Ibeju Lekki,Lagos,33000000.0,6.4711251,3.814750442,"Ibeju Lekki, Lagos"
4,4,5,4,Detached Duplex,Agege,Lagos,50000000.0,6.6253091,3.311205795,"Agege, Lagos"
3,5,3,4,Terraced Duplexes,Lekki,Lagos,32000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,6,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Semi Detached Duplex,Maryland,Lagos,160000000.0,6.5731894,3.3699482,"Maryland, Lagos"
5,5,6,4,Detached Duplex,Ikeja,Lagos,250000000.0,6.5960605,3.340787,"Ikeja, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,650000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,6,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000.0,6.4711251,3.814750442,"Ibeju Lekki, Lagos"
4,4,5,4,Detached Duplex,Yaba,Lagos,60000000.0,6.51872745,3.374140765,"Yaba, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,200000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,330000000.0,6.458985,3.601521,"Lekki, Lagos"
3,4,4,4,Semi Detached Duplex,Lekki,Lagos,37000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,270000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,6,Detached Duplex,Lekki,Lagos,300000000.0,6.458985,3.601521,"Lekki, Lagos"
6,7,7,5,Detached Duplex,Magodo,Lagos,180000000.0,6.6180809,3.3777821,"Magodo, Lagos"
4,4,5,2,Terraced Duplexes,Lekki,Lagos,52000000.0,6.458985,3.601521,"Lekki, Lagos"
6,6,7,6,Detached Duplex,Ikoyi,Lagos,1300000000.0,6.456061,3.442218,"Ikoyi, Lagos"
4,4,5,4,Detached Duplex,Lekki,Lagos,70000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,280000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,115000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,4,4,Detached Bungalow,Lekki,Lagos,35000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,6,Detached Duplex,Lekki,Lagos,250000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,165000000.0,6.458985,3.601521,"Lekki, Lagos"
2,2,3,2,Terraced Bungalow,Lekki,Lagos,35000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Detached Duplex,Lekki,Lagos,55000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,2,Detached Duplex,Lekki,Lagos,125000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Semi Detached Duplex,Apapa,Lagos,150000000.0,6.4488,3.35901,"Apapa, Lagos"
5,5,6,5,Detached Duplex,Ikeja,Lagos,175000000.0,6.5960605,3.340787,"Ikeja, Lagos"
5,5,6,5,Semi Detached Duplex,Maryland,Lagos,80000000.0,6.5731894,3.3699482,"Maryland, Lagos"
7,7,7,4,Detached Duplex,Ikoyi,Lagos,950000000.0,6.456061,3.442218,"Ikoyi, Lagos"
3,3,4,3,Detached Bungalow,Ibeju Lekki,Lagos,16000000.0,6.4711251,3.814750442,"Ibeju Lekki, Lagos"
1,5,8,2,Detached Duplex,Gbagada,Lagos,250000000.0,6.558073,3.3836208,"Gbagada, Lagos"
3,3,3,3,Semi Detached Bungalow,Ajah,Lagos,19000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,55000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,160000000.0,6.458985,3.601521,"Lekki, Lagos"
5,6,6,7,Detached Duplex,Lekki,Lagos,160000000.0,6.458985,3.601521,"Lekki, Lagos"
4,3,3,2,Detached Bungalow,Ogudu,Lagos,40000000.0,6.5750008,3.3905268,"Ogudu, Lagos"
5,5,6,1,Detached Duplex,Lekki,Lagos,130000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,310000000.0,6.458985,3.601521,"Lekki, Lagos"
